,sales_small.ProductID,sales_small.WeekKey,sales_small.Channel,sales_small.Country,sales_small.CSP,sales_small.SalesVolume,sales_small.TotalStockVolume,sales_small.StoreStockVolume,sales_small.DepotStockVolume,sales_small.FutureCommitmentVolume,sales_small.IntakeVolume,sales_small.StoresWithStockCount,sales_small.StoresWithSalesCount,price_change_tw,price_change_before,products.Season,products.Group,products.SubGroup,products.Class,products.SubClass,sales_small.SalesVolume_nw,price_change_nw,season_nw
838,b4b494ad,201506,Online,B,13.133,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,2.0,0.0,Spring
839,b4b494ad,201506,Stores,A,14.033,3,1,1,0,0,0,0.0311,0.0194,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,2.0,0.0,Spring
840,b4b494ad,201506,Stores,B,13.133,71,159,46,30,83,0,0.6549,0.7346,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,69.0,0.0,Spring
883,dac833dd,201506,Online,B,15.383,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
884,dac833dd,201506,Stores,A,16.958,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
909,ed4915d9,201506,Online,B,14.482999999999999,4,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,2.0,0.0,Spring
939,fe4c8bae,201506,Online,B,13.583,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,3.0,0.0,Spring
951,142ca0b5,201507,Stores,B,12.007,0,64,9,9,18,28,0.1166,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,12.0,0.0,Spring
952,1486ab7a,201507,Stores,A,13.357999999999999,4,3,3,0,0,0,0.0505,0.0117,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,3.0,0.0,Spring
953,1486ab7a,201507,Stores,B,12.683,82,144,75,35,0,34,0.66265,0.2721,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,80.0,0.0,Spring
957,17d303a5,201507,Stores,A,13.357999999999999,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,ef31f284,0.0,0.0,Spring
977,2d16059c,201507,Online,B,13.583,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Spring
978,2d16059c,201507,Stores,A,14.482999999999999,4,2,2,0,0,0,0.0466,0.0117,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,3.0,0.0,Spring
979,2d16059c,201507,Stores,B,13.583,95,73,58,16,0,-1,0.6821,0.4858,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,83.0,0.0,Spring
983,3185738c,201507,Stores,A,16.958,3,3,3,0,0,0,0.0389,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Spring
988,3504ea86,201507,Online,B,14.033,6,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,4.0,0.0,Spring
989,3504ea86,201507,Stores,A,15.833,0,1,1,0,0,0,0.0233,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Spring
990,3504ea86,201507,Stores,B,14.482999999999999,11,59,10,50,0,-1,0.2954,0.0583,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,11.0,0.0,Spring
997,3ae20ac,201507,Online,B,12.457,6,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,3.0,0.0,Spring
998,3ae20ac,201507,Stores,A,13.583,3,9,9,0,0,0,0.3148,0.0155,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,3.0,0.0,Spring
999,3ae20ac,201507,Stores,B,12.908,21,112,59,53,0,0,0.540225,0.1866,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,21.0,0.0,Spring
1008,3e968b1a,201507,Online,B,18.084,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,2.0,0.0,Spring
1009,3e968b1a,201507,Stores,B,18.084,12,42,8,34,0,0,0.2332,0.0466,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,26.0,0.0,Spring
1013,41ab9b25,201507,Stores,A,12.908,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
1014,41ab9b25,201507,Stores,B,12.232000000000001,6,35,19,16,0,0,0.24100000000000002,0.0311,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,8.0,0.0,Spring
1018,41e25c29,201507,Stores,B,11.332,45,418,136,61,0,221,0.96775,0.3809,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,163.0,0.0,Spring
1023,452a022f,201507,Online,B,11.782,38,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,21.0,0.0,Spring
1024,452a022f,201507,Stores,A,12.908,13,19,19,0,0,0,0.3109,0.0389,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,13.0,0.0,Spring
1025,452a022f,201507,Stores,B,12.232000000000001,140,193,123,70,0,0,0.52565,0.3964,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,130.0,0.0,Spring
1032,52bfaadb,201507,Stores,B,13.357999999999999,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Spring
1043,59dcb7fc,201507,Online,B,11.557,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,2.0,0.0,Spring
1044,59dcb7fc,201507,Stores,A,12.007,2,1,1,0,0,0,0.0155,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,2.0,0.0,Spring
1045,59dcb7fc,201507,Stores,B,11.557,36,81,36,30,0,15,0.5946,0.1866,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,33.0,0.0,Spring
1049,5c15867f,201507,Stores,B,11.332,4,30,16,14,0,0,0.2332,0.0272,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,11.0,0.0,Spring
1050,5c5c4173,201507,Online,B,16.283,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
1051,5c5c4173,201507,Stores,B,16.283,5,17,5,12,0,0,0.0738,0.0078,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,5.0,0.0,Spring
1053,5ce5328b,201507,Stores,B,11.782,1,106,6,44,0,56,0.136,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,12.0,0.0,Spring
1054,5ecbfa2b,201507,Stores,A,12.908,3,5,5,0,0,0,0.1127,0.0117,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Spring
1055,5ecbfa2b,201507,Stores,B,12.232000000000001,45,126,44,82,0,0,0.583,0.20600000000000002,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,37.0,0.0,Spring
1064,6a63337,201507,Online,B,12.007,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,5.0,0.0,Spring
1085,7bc7afc3,201507,Stores,A,14.933,3,4,4,0,0,0,0.0622,0.0117,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,6.0,0.0,Spring
1086,7bc7afc3,201507,Stores,B,13.808,95,276,64,87,40,85,0.6549,0.342,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,96.0,0.0,Spring
1098,858932,201507,Online,B,10.882,3,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,2.0,0.0,Spring
1099,858932,201507,Stores,A,11.107000000000001,3,2,2,0,0,0,0.0972,0.0505,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,4.0,0.0,Spring
1100,858932,201507,Stores,B,10.882,82,220,25,66,65,64,0.82975,0.61795,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,75.0,0.0,Spring
1123,9374015c,201507,Stores,B,16.283,5,21,7,7,7,0,0.2487,0.0233,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,10.0,0.0,Spring
1144,a6b1ad10,201507,Stores,A,18.084,3,1,1,0,0,0,0.0428,0.0117,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,3.0,0.0,Spring
1145,a6b1ad10,201507,Stores,B,16.283,91,78,46,8,24,0,0.6704,0.5014,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,69.0,0.0,Spring
1152,b2631d43,201507,Online,B,11.557,4,5,0,5,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,2.0,0.0,Spring
1153,b2631d43,201507,Stores,A,12.007,3,4,4,0,0,0,0.0544,0.0155,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,5.0,0.0,Spring
1154,b2631d43,201507,Stores,B,11.557,77,132,77,55,0,0,0.66655,0.4314,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,83.0,0.0,Spring
1155,b2f88060,201507,Online,B,13.583,11,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,9.0,0.0,Spring
1156,b2f88060,201507,Stores,A,15.158,2,3,3,0,0,0,0.0738,0.0078,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,3.0,0.0,Spring
1163,b47b5094,201507,Stores,B,16.283,18,144,75,11,58,0,0.5004,0.0855,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,61.0,0.0,Spring
1165,b4b494ad,201507,Online,B,13.133,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,1.0,0.0,Spring
1166,b4b494ad,201507,Stores,A,14.033,2,1,1,0,0,0,0.0311,0.0155,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,2.0,0.0,Spring
1167,b4b494ad,201507,Stores,B,13.133,69,152,47,22,83,0,0.6568,0.7462,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,62.0,0.0,Spring
1199,c784c469,201507,Stores,B,11.332,29,135,93,42,0,0,0.6607,0.2449,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,89.0,0.0,Spring
1217,dac833dd,201507,Online,B,15.383,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
1218,dac833dd,201507,Stores,A,16.958,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
1247,ed4915d9,201507,Online,B,14.482999999999999,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,2.0,0.0,Spring
1284,fe4c8bae,201507,Online,B,13.583,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,3.0,0.0,Spring
1285,fe4c8bae,201507,Stores,B,13.583,24,521,90,169,201,61,0.77925,0.1399,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,158.0,0.0,Spring
1298,142ca0b5,201508,Stores,A,12.457,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,0.0,0.0,Spring
1299,142ca0b5,201508,Stores,B,12.007,12,43,17,8,18,0,0.2254,0.0389,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,17.0,0.0,Spring
1300,1486ab7a,201508,Stores,A,13.357999999999999,3,3,3,0,0,0,0.0544,0.0078,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,5.0,0.0,Spring
1301,1486ab7a,201508,Stores,B,12.683,80,112,79,33,0,0,0.6685,0.2682,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,95.0,0.0,Spring
1306,17d303a5,201508,Stores,A,13.357999999999999,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,ef31f284,0.0,0.0,Spring
1307,19fd722e,201508,Stores,B,12.683,2,73,12,32,29,0,0.2371,0.0078,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,5.0,0.0,Spring
1330,2d16059c,201508,Online,B,13.583,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Spring
1331,2d16059c,201508,Stores,A,14.482999999999999,3,2,2,0,0,0,0.0428,0.0117,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,3.0,0.0,Spring
1332,2d16059c,201508,Stores,B,13.583,83,64,59,6,0,-1,0.68405,0.4431,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,92.0,0.0,Spring
1336,3185738c,201508,Stores,A,16.958,3,3,3,0,0,0,0.0389,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
1341,3504ea86,201508,Online,B,14.033,4,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,4.0,0.0,Spring
1342,3504ea86,201508,Stores,A,15.833,2,1,1,0,0,0,0.0194,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Spring
1343,3504ea86,201508,Stores,B,14.482999999999999,11,58,9,49,0,0,0.2915,0.0583,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,11.0,0.0,Spring
1354,3ae20ac,201508,Online,B,12.457,3,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,2.0,0.0,Spring
1355,3ae20ac,201508,Stores,A,13.583,3,8,8,0,0,0,0.3148,0.0194,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,3.0,0.0,Spring
1356,3ae20ac,201508,Stores,B,12.908,21,110,57,53,0,0,0.545075,0.1982,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,20.0,0.0,Spring
1367,3e968b1a,201508,Online,B,18.084,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,3.0,0.0,Spring
1368,3e968b1a,201508,Stores,B,18.084,26,38,7,31,0,0,0.2293,0.0894,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,28.0,0.0,Spring
1372,41ab9b25,201508,Stores,A,12.908,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
1373,41ab9b25,201508,Stores,B,12.232000000000001,8,34,18,16,0,0,0.24100000000000002,0.0389,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,9.0,0.0,Spring
1377,41e25c29,201508,Stores,A,11.67,10,18,18,0,0,0,0.2565,0.0738,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,14.0,0.0,Spring
1378,41e25c29,201508,Stores,B,11.332,163,182,122,60,0,0,0.98525,0.51495,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,214.0,0.0,Spring
1383,452a022f,201508,Online,B,11.782,21,15,0,15,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,12.0,0.0,Spring
1384,452a022f,201508,Stores,A,12.908,13,19,19,0,0,0,0.3148,0.035,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,12.0,0.0,Spring
1385,452a022f,201508,Stores,B,12.232000000000001,130,178,121,58,0,-1,0.5305,0.3731,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,117.0,0.0,Spring
1397,52bfaadb,201508,Stores,B,13.357999999999999,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Spring
1409,59dcb7fc,201508,Online,B,11.557,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,3.0,0.0,Spring
1410,59dcb7fc,201508,Stores,A,12.007,2,1,1,0,0,0,0.0155,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,2.0,0.0,Spring
1411,59dcb7fc,201508,Stores,B,11.557,33,63,34,30,0,-1,0.5908,0.1827,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,28.0,0.0,Spring
1416,5c15867f,201508,Stores,B,11.332,11,28,15,13,0,0,0.24100000000000002,0.0816,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,13.0,0.0,Spring
1417,5c5c4173,201508,Online,B,16.283,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Spring
1418,5c5c4173,201508,Stores,B,16.283,5,15,8,8,0,-1,0.10099999999999999,0.0117,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,5.0,0.0,Spring
1420,5ce5328b,201508,Stores,B,11.782,12,54,10,43,0,1,0.2487,0.07,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,11.0,0.0,Spring
1421,5ecbfa2b,201508,Stores,A,12.908,3,5,5,0,0,0,0.1127,0.0117,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,4.0,0.0,Spring
1422,5ecbfa2b,201508,Stores,B,12.232000000000001,37,122,40,82,0,0,0.5752,0.1788,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,40.0,0.0,Spring
1432,6a63337,201508,Online,B,12.007,5,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,4.0,0.0,Spring
1460,7bc7afc3,201508,Stores,A,14.933,6,3,3,0,0,0,0.0622,0.0233,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,4.0,0.0,Spring
1461,7bc7afc3,201508,Stores,B,13.808,96,220,55,125,0,40,0.6432,0.4197,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,84.0,0.0,Spring
1479,858932,201508,Online,B,10.882,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,1.0,0.0,Spring
1480,858932,201508,Stores,A,11.107000000000001,4,2,2,0,0,0,0.0972,0.0466,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,4.0,0.0,Spring
1481,858932,201508,Stores,B,10.882,75,47,46,1,0,0,0.9075,0.61215,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,120.0,0.0,Spring
1508,9374015c,201508,Stores,B,16.283,10,26,6,14,0,6,0.2487,0.0505,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,12.0,0.0,Spring
1521,9c68fd70,201508,Stores,B,14.033,5,24,10,14,0,0,0.2293,0.0155,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,7.0,0.0,Spring
1534,a6b1ad10,201508,Stores,A,18.084,3,1,1,0,0,0,0.0428,0.0117,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,3.0,0.0,Spring
1535,a6b1ad10,201508,Stores,B,16.283,69,90,46,21,4,19,0.68015,0.4003,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,73.0,0.0,Spring
1546,b2631d43,201508,Online,B,11.557,2,5,0,5,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,2.0,0.0,Spring
1547,b2631d43,201508,Stores,A,12.007,5,4,4,0,0,0,0.0583,0.0155,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,4.0,0.0,Spring
1548,b2631d43,201508,Stores,B,11.557,83,124,85,39,0,0,0.67235,0.4625,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,75.0,0.0,Spring
1549,b2f88060,201508,Online,B,13.583,9,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,4.0,0.0,Spring
1550,b2f88060,201508,Stores,A,15.158,3,3,3,0,0,0,0.07,0.0078,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Spring
1558,b47b5094,201508,Stores,A,18.084,3,9,9,0,0,0,0.2643,0.0117,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,5.0,0.0,Spring
1559,b47b5094,201508,Stores,B,16.283,61,167,73,36,28,30,0.515925,0.3342,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,84.0,0.0,Spring
1561,b4b494ad,201508,Online,B,13.133,1,1,0,1,0,0,0.0039,0.0,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,2.0,0.0,Spring
1562,b4b494ad,201508,Stores,A,14.033,2,2,2,0,0,0,0.0466,0.0194,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,3.0,0.0,Spring
1563,b4b494ad,201508,Stores,B,13.133,62,228,53,92,0,83,0.6607,0.6918,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,70.0,0.0,Spring
1601,c784c469,201508,Stores,A,11.67,3,2,2,0,0,0,0.035,0.0078,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,3.0,0.0,Spring
1602,c784c469,201508,Stores,B,11.332,89,125,84,41,0,0,0.66655,0.5985,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,127.0,0.0,Spring
1622,dac833dd,201508,Online,B,15.383,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
1623,dac833dd,201508,Stores,A,16.958,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
1657,ed4915d9,201508,Online,B,14.482999999999999,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,2.0,0.0,Spring
1700,fa60d3d1,201508,Stores,B,11.557,25,485,81,78,131,195,0.82395,0.136,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,159.0,0.0,Spring
1703,fe4c8bae,201508,Online,B,13.583,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Spring
1704,fe4c8bae,201508,Stores,A,14.482999999999999,6,7,7,0,0,0,0.1593,0.0389,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,7.0,0.0,Spring
1705,fe4c8bae,201508,Stores,B,13.583,158,458,90,167,201,0,0.91335,0.7190000000000001,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,155.0,0.0,Spring
1718,142ca0b5,201509,Online,B,12.007,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,2.0,0.0,Spring
1719,142ca0b5,201509,Stores,A,12.457,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,0.0,0.0,Spring
1720,142ca0b5,201509,Stores,B,12.007,17,51,15,18,9,9,0.2254,0.0544,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,15.0,0.0,Spring
1721,1486ab7a,201509,Stores,A,13.357999999999999,5,3,3,0,0,0,0.0544,0.0117,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,5.0,0.0,Spring
1722,1486ab7a,201509,Stores,B,12.683,95,101,73,28,0,0,0.6685,0.307,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,91.0,0.0,Spring
1727,17d303a5,201509,Stores,A,13.357999999999999,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,ef31f284,0.0,0.0,Spring
1728,19fd722e,201509,Stores,B,12.683,5,72,12,32,29,-1,0.2487,0.035,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,5.0,0.0,Spring
1754,2d16059c,201509,Online,B,13.583,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,3.0,0.0,Spring
1755,2d16059c,201509,Stores,A,14.482999999999999,3,2,2,0,0,0,0.0466,0.0117,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,3.0,0.0,Spring
1756,2d16059c,201509,Stores,B,13.583,92,56,51,4,0,1,0.6704,0.4314,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,79.0,0.0,Spring
1760,3185738c,201509,Stores,A,16.958,2,3,3,0,0,0,0.0389,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
1766,3504ea86,201509,Online,B,14.033,4,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,3.0,0.0,Spring
1767,3504ea86,201509,Stores,A,15.833,2,1,1,0,0,0,0.0155,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,1.0,0.0,Spring
1768,3504ea86,201509,Stores,B,14.482999999999999,11,57,9,49,0,-1,0.2993,0.0544,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,11.0,0.0,Spring
1780,3ae20ac,201509,Online,B,12.457,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,2.0,0.0,Spring
1781,3ae20ac,201509,Stores,A,13.583,3,8,8,0,0,0,0.3148,0.0117,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,3.0,0.0,Spring
1782,3ae20ac,201509,Stores,B,12.908,20,108,56,52,0,0,0.54315,0.1788,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,22.0,0.0,Spring
1793,3e968b1a,201509,Online,B,18.084,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,2.0,0.0,Spring
1794,3e968b1a,201509,Stores,B,18.084,28,35,8,28,0,-1,0.2371,0.0972,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,30.0,0.0,Spring
1798,41ab9b25,201509,Stores,A,12.908,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
1799,41ab9b25,201509,Stores,B,12.232000000000001,9,33,17,16,0,0,0.24100000000000002,0.0389,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,6.0,0.0,Spring
