,Date,actural_return,historic_mean,predicted_return,f_err,r_err,RMSE_diff,se_lm,se_mean,,,
140,12368,-0.76,-0.189489499,-0.009222222,-0.570510501,-0.750777778,-0.11721177,0.325482232,0.563667272,,,
141,12369,-2.01,0.211150552,-0.011861111,-2.221150552,-1.998138889,-0.11826082,4.933509774,3.992559019,,,
142,12370,1.45,0.109659722,-0.015638889,1.340340278,1.465638889,-0.115706378,1.79651206,2.148097353,,,
143,12373,0.07,-0.2623239,-0.010444444,0.3323239,0.080444444,-0.115650991,0.110439175,0.006471309,,,
144,12374,0.07,-0.260872585,-0.016777778,0.330872585,0.086777778,-0.115589982,0.109476667,0.007530383,,,
145,12375,0.97,0.204600016,-0.019527778,0.765399984,0.989527778,-0.11345441,0.585837135,0.979165223,,,
146,12376,0.02,-0.27530602,-0.017138889,0.29530602,0.037138889,-0.113351993,0.087205646,0.001379297,,,
147,12377,0.03,-0.386937643,-0.019055556,0.416937643,0.049055556,-0.113536573,0.173836998,0.002406448,,,
148,12380,0.58,0.347548988,-0.0235,0.232451012,0.6035,-0.111970994,0.054033473,0.36421225,,,
149,12381,-0.82,0.435014516,-0.022333333,-1.255014516,-0.797666667,-0.114432362,1.575061436,0.636272111,,,
150,12382,-0.39,-0.403403468,-0.019277778,0.013403468,-0.370722222,-0.113542632,0.000179653,0.137434966,,,
151,12384,-0.34,0.025033696,-0.019805556,-0.365033696,-0.320194444,-0.113224323,0.133249599,0.102524482,,,
152,12387,0.16,-0.322480704,-0.017444444,0.482480704,0.177444444,-0.113494382,0.23278763,0.031486531,,,
153,12388,0.54,0.417098717,-0.015277778,0.122901283,0.555277778,-0.112044577,0.015104725,0.30833341,,,
154,12389,0.53,-0.137190605,-0.008833333,0.667190605,0.538833333,-0.112063102,0.445143304,0.290341361,,,
155,12390,1.63,0.203503402,-0.002666667,1.426496598,1.632666667,-0.108621598,2.034892544,2.665600444,,,
156,12391,0.77,-0.299431294,-0.006777778,1.069431294,0.776777778,-0.109760104,1.143683293,0.603383716,,,
157,12394,0.47,-0.314559957,-0.007055556,0.784559957,0.477055556,-0.110549677,0.615534325,0.227582003,,,
158,12395,0.6,0.598121225,0.000416667,0.001878775,0.599583333,-0.108927097,3.53E-06,0.359500174,,,
159,12396,0.34,-0.300344401,0.003944444,0.640344401,0.336055556,-0.109473773,0.410040953,0.112933336,,,
160,12397,-0.33,-0.132441855,0.005055556,-0.197558145,-0.335055556,-0.108858999,0.039029221,0.112262225,,,
161,12398,1.27,0.047740002,0.000166667,1.222259998,1.269833333,-0.107542615,1.493919502,1.612476694,,,
162,12401,0.55,-0.594872046,0.00275,1.144872046,0.54725,-0.110220315,1.310732001,0.299482563,,,
163,12402,0.07,-0.475338681,0.004083333,0.545338681,0.065916667,-0.110780042,0.297394277,0.004345007,,,
164,12403,0.61,0.142266256,0.002833333,0.467733744,0.607166667,-0.109843112,0.218774855,0.368651361,,,
165,12404,0.98,0.05374722,0.004861111,0.92625278,0.975138889,-0.108869849,0.857944213,0.950895853,,,
166,12405,-0.61,-0.306615331,0.005666667,-0.303384669,-0.615666667,-0.107531211,0.092042257,0.379045444,,,
167,12408,0.3,0.120162499,0.001055556,0.179837501,0.298944444,-0.107003725,0.032341527,0.089367781,,,
168,12409,0.04,0.192796925,0.001916667,-0.152796925,0.038083333,-0.106750221,0.0233469,0.00145034,,,
169,12410,-0.35,0.202473674,0.001361111,-0.552473674,-0.351361111,-0.106934632,0.305227161,0.12345463,,,
